index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
0,Hit - Miss,0.897,-0.816,2.61,0.649,2870.798,1.383,1.0,,1.0022558593750004
1,Hit - FTI,1.595,-0.843,4.033,0.923,3104.912,1.727,0.505,,1.0022558593750004
2,Hit - RP,0.804,-0.717,2.326,0.576,2168.8,1.396,0.978,,1.0022558593750004
3,Miss - FTI,0.698,-1.519,2.915,0.84,3246.063,0.831,1.0,,1.0022558593750004
4,Miss - RP,-0.093,-1.252,1.066,0.439,1413.804,-0.212,1.0,,1.0022558593750004
5,FTI - RP,-0.791,-2.848,1.266,0.779,3292.881,-1.015,1.0,,1.0022558593750004
0,Hit - Miss,0.829,-0.873,2.531,0.645,2914.397,1.286,1.0,,1.0122558593750002
1,Hit - FTI,1.573,-0.849,3.995,0.917,3126.971,1.715,0.519,,1.0122558593750002
2,Hit - RP,0.761,-0.752,2.273,0.573,2250.606,1.328,1.0,,1.0122558593750002
3,Miss - FTI,0.744,-1.458,2.947,0.834,3252.49,0.892,1.0,,1.0122558593750002
4,Miss - RP,-0.068,-1.221,1.084,0.436,1498.545,-0.156,1.0,,1.0122558593750002
5,FTI - RP,-0.812,-2.856,1.231,0.774,3294.05,-1.05,1.0,,1.0122558593750002
0,Hit - Miss,0.813,-0.899,2.526,0.649,2852.377,1.254,1.0,,1.022255859375
1,Hit - FTI,1.502,-0.936,3.94,0.923,3094.856,1.627,0.624,,1.022255859375
2,Hit - RP,0.608,-0.913,2.128,0.576,2140.307,1.056,1.0,,1.022255859375
3,Miss - FTI,0.689,-1.529,2.906,0.84,3242.991,0.82,1.0,,1.022255859375
4,Miss - RP,-0.206,-1.363,0.952,0.438,1389.739,-0.47,1.0,,1.022255859375
5,FTI - RP,-0.894,-2.952,1.164,0.78,3291.91,-1.147,1.0,,1.022255859375
0,Hit - Miss,0.613,-1.087,2.314,0.644,2828.831,0.952,1.0,,1.0322558593750006
1,Hit - FTI,1.039,-1.382,3.46,0.917,3082.916,1.133,1.0,,1.0322558593750006
2,Hit - RP,0.269,-1.241,1.779,0.572,2096.874,0.471,1.0,,1.0322558593750006
3,Miss - FTI,0.426,-1.777,2.628,0.834,3239.544,0.51,1.0,,1.0322558593750006
4,Miss - RP,-0.344,-1.493,0.805,0.435,1345.429,-0.791,1.0,,1.0322558593750006
5,FTI - RP,-0.77,-2.813,1.274,0.774,3291.354,-0.994,1.0,,1.0322558593750006
0,Hit - Miss,0.464,-1.2,2.127,0.63,2754.268,0.736,1.0,,1.0422558593750004
1,Hit - FTI,0.759,-1.61,3.128,0.897,3043.103,0.846,1.0,,1.0422558593750004
2,Hit - RP,0.133,-1.343,1.608,0.559,1975.915,0.237,1.0,,1.0422558593750004
3,Miss - FTI,0.296,-1.86,2.451,0.817,3227.784,0.362,1.0,,1.0422558593750004
4,Miss - RP,-0.331,-1.452,0.79,0.424,1235.795,-0.781,1.0,,1.0422558593750004
5,FTI - RP,-0.627,-2.628,1.374,0.758,3288.389,-0.827,1.0,,1.0422558593750004
0,Hit - Miss,0.713,-0.931,2.357,0.623,2379.667,1.145,1.0,,1.0522558593750002
1,Hit - FTI,1.174,-1.173,3.52,0.889,2824.857,1.321,1.0,,1.0522558593750002
2,Hit - RP,0.419,-1.032,1.869,0.549,1488.781,0.762,1.0,,1.0522558593750002
3,Miss - FTI,0.46,-1.679,2.6,0.81,3163.943,0.568,1.0,,1.0522558593750002
4,Miss - RP,-0.294,-1.39,0.802,0.414,864.036,-0.71,1.0,,1.0522558593750002
5,FTI - RP,-0.755,-2.743,1.233,0.753,3265.594,-1.002,1.0,,1.0522558593750002
0,Hit - Miss,1.02,-0.64,2.681,0.629,2348.153,1.622,0.63,,1.062255859375
1,Hit - FTI,1.548,-0.822,3.918,0.898,2805.486,1.724,0.509,,1.062255859375
2,Hit - RP,0.7,-0.766,2.165,0.555,1450.138,1.261,1.0,,1.062255859375
3,Miss - FTI,0.527,-1.634,2.689,0.819,3157.725,0.644,1.0,,1.062255859375
4,Miss - RP,-0.32,-1.428,0.787,0.419,833.877,-0.765,1.0,,1.062255859375
5,FTI - RP,-0.848,-2.856,1.161,0.761,3264.118,-1.114,1.0,,1.062255859375
0,Hit - Miss,1.033,-0.66,2.726,0.641,2736.764,1.611,0.644,,1.072255859375001
1,Hit - FTI,1.563,-0.849,3.974,0.913,3033.982,1.711,0.524,,1.072255859375001
2,Hit - RP,0.582,-0.92,2.084,0.569,1945.836,1.023,1.0,,1.072255859375001
3,Miss - FTI,0.53,-1.665,2.724,0.831,3225.111,0.637,1.0,,1.072255859375001
4,Miss - RP,-0.451,-1.593,0.69,0.432,1206.848,-1.045,1.0,,1.072255859375001
5,FTI - RP,-0.981,-3.018,1.056,0.772,3287.996,-1.271,1.0,,1.072255859375001
0,Hit - Miss,0.948,-0.737,2.634,0.638,2764.213,1.486,0.825,,1.0822558593750005
1,Hit - FTI,1.641,-0.759,4.041,0.909,3048.482,1.806,0.427,,1.0822558593750005
2,Hit - RP,0.28,-1.215,1.775,0.566,1991.468,0.495,1.0,,1.0822558593750005
3,Miss - FTI,0.693,-1.491,2.877,0.827,3229.373,0.838,1.0,,1.0822558593750005
4,Miss - RP,-0.668,-1.805,0.468,0.43,1249.44,-1.554,0.722,,1.0822558593750005
5,FTI - RP,-1.361,-3.388,0.666,0.768,3288.814,-1.773,0.458,,1.0822558593750005
0,Hit - Miss,0.901,-0.738,2.539,0.621,2318.284,1.452,0.881,,1.0922558593750002
1,Hit - FTI,1.726,-0.613,4.066,0.886,2786.12,1.948,0.309,,1.0922558593750002
2,Hit - RP,0.19,-1.255,1.635,0.547,1423.017,0.348,1.0,,1.0922558593750002
3,Miss - FTI,0.825,-1.309,2.96,0.808,3152.776,1.021,1.0,,1.0922558593750002
4,Miss - RP,-0.711,-1.801,0.38,0.412,820.622,-1.723,0.511,,1.0922558593750002
5,FTI - RP,-1.536,-3.52,0.448,0.751,3260.528,-2.044,0.246,,1.0922558593750002
0,Hit - Miss,0.844,-0.766,2.454,0.61,2094.197,1.384,0.999,,1.102255859375
1,Hit - FTI,1.414,-0.888,3.716,0.872,2637.006,1.622,0.63,,1.102255859375
2,Hit - RP,0.156,-1.259,1.572,0.536,1205.021,0.292,1.0,,1.102255859375
3,Miss - FTI,0.57,-1.533,2.673,0.797,3109.611,0.716,1.0,,1.102255859375
4,Miss - RP,-0.688,-1.752,0.377,0.402,683.745,-1.709,0.527,,1.102255859375
5,FTI - RP,-1.258,-3.214,0.698,0.741,3238.846,-1.697,0.538,,1.102255859375
0,Hit - Miss,0.675,-0.936,2.285,0.61,2393.902,1.106,1.0,,1.1122558593750007
1,Hit - FTI,1.131,-1.167,3.429,0.871,2833.868,1.299,1.0,,1.1122558593750007
2,Hit - RP,0.027,-1.395,1.449,0.538,1502.902,0.05,1.0,,1.1122558593750007
3,Miss - FTI,0.456,-1.639,2.552,0.794,3166.358,0.575,1.0,,1.1122558593750007
4,Miss - RP,-0.648,-1.722,0.427,0.406,871.951,-1.593,0.669,,1.1122558593750007
5,FTI - RP,-1.104,-3.051,0.844,0.738,3267.066,-1.496,0.808,,1.1122558593750007
0,Hit - Miss,0.402,-1.204,2.009,0.608,2526.368,0.661,1.0,,1.1222558593750005
1,Hit - FTI,1.027,-1.264,3.318,0.868,2913.9,1.184,1.0,,1.1222558593750005
2,Hit - RP,-0.298,-1.718,1.123,0.538,1660.557,-0.554,1.0,,1.1222558593750005
3,Miss - FTI,0.625,-1.463,2.712,0.791,3189.842,0.79,1.0,,1.1222558593750005
4,Miss - RP,-0.7,-1.776,0.375,0.407,984.843,-1.721,0.513,,1.1222558593750005
5,FTI - RP,-1.325,-3.264,0.614,0.735,3276.007,-1.804,0.428,,1.1222558593750005
0,Hit - Miss,0.095,-1.494,1.683,0.602,2396.731,0.157,1.0,,1.1322558593750005
1,Hit - FTI,0.855,-1.411,3.122,0.859,2835.954,0.996,1.0,,1.1322558593750005
2,Hit - RP,-0.627,-2.03,0.776,0.531,1502.773,-1.18,1.0,,1.1322558593750005
3,Miss - FTI,0.761,-1.306,2.827,0.783,3166.597,0.972,1.0,,1.1322558593750005
4,Miss - RP,-0.721,-1.782,0.339,0.401,868.651,-1.798,0.435,,1.1322558593750005
5,FTI - RP,-1.482,-3.402,0.438,0.727,3268.013,-2.038,0.25,,1.1322558593750005
0,Hit - Miss,-0.141,-1.728,1.446,0.601,2539.311,-0.235,1.0,,1.142255859375
1,Hit - FTI,0.78,-1.482,3.043,0.857,2922.145,0.911,1.0,,1.142255859375
2,Hit - RP,-0.682,-2.087,0.722,0.532,1671.463,-1.284,1.0,,1.142255859375
3,Miss - FTI,0.922,-1.139,2.982,0.781,3191.973,1.181,1.0,,1.142255859375
4,Miss - RP,-0.541,-1.605,0.523,0.402,987.791,-1.345,1.0,,1.142255859375
5,FTI - RP,-1.463,-3.377,0.451,0.725,3277.767,-2.018,0.262,,1.142255859375
0,Hit - Miss,-0.179,-1.756,1.399,0.597,2774.68,-0.299,1.0,,1.1522558593750007
1,Hit - FTI,0.736,-1.511,2.982,0.851,3053.888,0.864,1.0,,1.1522558593750007
2,Hit - RP,-0.653,-2.052,0.746,0.53,2009.86,-1.233,1.0,,1.1522558593750007
3,Miss - FTI,0.914,-1.13,2.958,0.774,3230.948,1.18,1.0,,1.1522558593750007
4,Miss - RP,-0.475,-1.538,0.589,0.403,1267.486,-1.179,1.0,,1.1522558593750007
5,FTI - RP,-1.389,-3.286,0.509,0.719,3289.046,-1.932,0.321,,1.1522558593750007
0,Hit - Miss,-0.116,-1.69,1.459,0.596,2942.609,-0.194,1.0,,1.1622558593750003
1,Hit - FTI,0.618,-1.623,2.858,0.849,3141.291,0.728,1.0,,1.1622558593750003
2,Hit - RP,-0.661,-2.061,0.739,0.53,2303.839,-1.246,1.0,,1.1622558593750003
3,Miss - FTI,0.733,-1.303,2.77,0.772,3256.723,0.95,1.0,,1.1622558593750003
4,Miss - RP,-0.545,-1.612,0.523,0.404,1554.133,-1.348,1.0,,1.1622558593750003
5,FTI - RP,-1.278,-3.167,0.611,0.716,3294.882,-1.786,0.445,,1.1622558593750003
0,Hit - Miss,0.256,-1.323,1.834,0.598,2956.106,0.427,1.0,,1.1722558593750003
1,Hit - FTI,0.834,-1.411,3.079,0.85,3148.152,0.981,1.0,,1.1722558593750003
2,Hit - RP,-0.335,-1.738,1.069,0.532,2329.442,-0.629,1.0,,1.1722558593750003
3,Miss - FTI,0.578,-1.462,2.619,0.773,3258.773,0.748,1.0,,1.1722558593750003
4,Miss - RP,-0.59,-1.66,0.48,0.405,1581.039,-1.456,0.873,,1.1722558593750003
5,FTI - RP,-1.169,-3.062,0.725,0.717,3295.286,-1.629,0.62,,1.1722558593750003
0,Hit - Miss,0.823,-0.742,2.389,0.593,2846.728,1.388,0.991,,1.182255859375
1,Hit - FTI,1.394,-0.835,3.622,0.844,3091.971,1.651,0.593,,1.182255859375
2,Hit - RP,0.143,-1.247,1.533,0.526,2130.027,0.271,1.0,,1.182255859375
3,Miss - FTI,0.57,-1.457,2.598,0.768,3242.153,0.743,1.0,,1.182255859375
4,Miss - RP,-0.68,-1.738,0.377,0.4,1379.366,-1.7,0.537,,1.182255859375
5,FTI - RP,-1.251,-3.132,0.631,0.713,3291.755,-1.755,0.476,,1.182255859375
0,Hit - Miss,0.845,-0.685,2.374,0.579,2635.526,1.458,0.87,,1.1922558593750008
1,Hit - FTI,1.403,-0.777,3.583,0.826,2976.732,1.699,0.537,,1.1922558593750008
2,Hit - RP,0.192,-1.162,1.547,0.513,1806.512,0.375,1.0,,1.1922558593750008
3,Miss - FTI,0.558,-1.427,2.544,0.752,3208.322,0.742,1.0,,1.1922558593750008
4,Miss - RP,-0.652,-1.679,0.375,0.389,1099.043,-1.679,0.561,,1.1922558593750008
5,FTI - RP,-1.211,-3.055,0.634,0.699,3281.994,-1.733,0.499,,1.1922558593750008
0,Hit - Miss,0.598,-0.907,2.103,0.57,2447.706,1.049,1.0,,1.2022558593750006
1,Hit - FTI,0.944,-1.203,3.091,0.813,2866.903,1.161,1.0,,1.2022558593750006
2,Hit - RP,0.061,-1.268,1.391,0.503,1564.395,0.122,1.0,,1.2022558593750006
3,Miss - FTI,0.346,-1.611,2.303,0.741,3176.012,0.467,1.0,,1.2022558593750006
4,Miss - RP,-0.536,-1.542,0.469,0.38,914.547,-1.41,0.953,,1.2022558593750006
5,FTI - RP,-0.883,-2.701,0.936,0.689,3270.98,-1.281,1.0,,1.2022558593750006
0,Hit - Miss,0.932,-0.584,2.448,0.574,2359.76,1.623,0.628,,1.2122558593750004
1,Hit - FTI,1.116,-1.047,3.28,0.82,2812.582,1.362,1.0,,1.2122558593750004
2,Hit - RP,0.34,-0.998,1.678,0.506,1464.981,0.672,1.0,,1.2122558593750004
3,Miss - FTI,0.184,-1.789,2.157,0.747,3160.109,0.247,1.0,,1.2122558593750004
4,Miss - RP,-0.592,-1.602,0.419,0.382,846.034,-1.549,0.731,,1.2122558593750004
5,FTI - RP,-0.776,-2.61,1.058,0.695,3264.495,-1.117,1.0,,1.2122558593750004
0,Hit - Miss,1.129,-0.401,2.659,0.58,2552.912,1.948,0.309,,1.222255859375
1,Hit - FTI,1.64,-0.542,3.822,0.827,2929.078,1.984,0.284,,1.222255859375
2,Hit - RP,0.513,-0.84,1.867,0.512,1697.85,1.002,1.0,,1.222255859375
3,Miss - FTI,0.511,-1.478,2.499,0.753,3194.493,0.678,1.0,,1.222255859375
4,Miss - RP,-0.616,-1.64,0.409,0.388,1016.228,-1.588,0.675,,1.222255859375
5,FTI - RP,-1.126,-2.974,0.721,0.7,3277.008,-1.61,0.645,,1.222255859375
0,Hit - Miss,0.516,-1.009,2.041,0.578,2627.838,0.893,1.0,,1.2322558593750008
1,Hit - FTI,1.646,-0.528,3.82,0.824,2972.038,1.999,0.274,,1.2322558593750008
2,Hit - RP,0.088,-1.262,1.438,0.511,1798.858,0.172,1.0,,1.2322558593750008
3,Miss - FTI,1.13,-0.85,3.111,0.75,3207.051,1.506,0.793,,1.2322558593750008
4,Miss - RP,-0.428,-1.451,0.595,0.387,1095.837,-1.106,1.0,,1.2322558593750008
5,FTI - RP,-1.558,-3.398,0.281,0.697,3281.129,-2.236,0.152,,1.2322558593750008
0,Hit - Miss,-0.034,-1.548,1.48,0.573,2777.349,-0.059,1.0,,1.2422558593750006
1,Hit - FTI,1.223,-0.933,3.379,0.817,3055.05,1.497,0.806,,1.2422558593750006
2,Hit - RP,-0.274,-1.617,1.068,0.508,2016.298,-0.539,1.0,,1.2422558593750006
3,Miss - FTI,1.257,-0.705,3.219,0.743,3231.268,1.691,0.546,,1.2422558593750006
4,Miss - RP,-0.24,-1.261,0.78,0.386,1275.33,-0.622,1.0,,1.2422558593750006
5,FTI - RP,-1.497,-3.318,0.324,0.69,3288.913,-2.17,0.18,,1.2422558593750006
0,Hit - Miss,0.169,-1.35,1.688,0.575,2805.021,0.294,1.0,,1.2522558593750004
1,Hit - FTI,0.995,-1.168,3.158,0.819,3070.196,1.214,1.0,,1.2522558593750004
2,Hit - RP,-0.232,-1.58,1.117,0.51,2058.206,-0.454,1.0,,1.2522558593750004
3,Miss - FTI,0.826,-1.142,2.794,0.745,3235.767,1.108,1.0,,1.2522558593750004
4,Miss - RP,-0.401,-1.426,0.625,0.388,1310.507,-1.033,1.0,,1.2522558593750004
5,FTI - RP,-1.226,-3.053,0.6,0.692,3290.35,-1.773,0.458,,1.2522558593750004
0,Hit - Miss,0.413,-1.104,1.929,0.574,2760.686,0.719,1.0,,1.2622558593750002
1,Hit - FTI,1.107,-1.053,3.267,0.818,3046.253,1.353,1.0,,1.2622558593750002
2,Hit - RP,-0.164,-1.508,1.181,0.509,1988.501,-0.321,1.0,,1.2622558593750002
3,Miss - FTI,0.694,-1.271,2.66,0.745,3228.692,0.932,1.0,,1.2622558593750002
4,Miss - RP,-0.576,-1.598,0.446,0.387,1249.267,-1.49,0.819,,1.2622558593750002
5,FTI - RP,-1.27,-3.095,0.554,0.691,3288.368,-1.838,0.397,,1.2622558593750002
0,Hit - Miss,0.216,-1.291,1.723,0.571,2794.047,0.379,1.0,,1.272255859375
1,Hit - FTI,1.426,-0.72,3.573,0.813,3064.055,1.754,0.477,,1.272255859375
2,Hit - RP,-0.195,-1.532,1.142,0.506,2042.636,-0.385,1.0,,1.272255859375
3,Miss - FTI,1.21,-0.743,3.163,0.74,3233.921,1.636,0.612,,1.272255859375
4,Miss - RP,-0.411,-1.428,0.606,0.385,1298.556,-1.068,1.0,,1.272255859375
5,FTI - RP,-1.621,-3.434,0.192,0.687,3289.664,-2.361,0.11,,1.272255859375
0,Hit - Miss,0.19,-1.322,1.702,0.573,2633.654,0.331,1.0,,1.2822558593750006
1,Hit - FTI,1.945,-0.21,4.1,0.816,2975.643,2.383,0.103,,1.2822558593750006
2,Hit - RP,-0.18,-1.519,1.158,0.507,1804.175,-0.356,1.0,,1.2822558593750006
3,Miss - FTI,1.755,-0.207,3.718,0.743,3208.011,2.361,0.11,,1.2822558593750006
4,Miss - RP,-0.37,-1.385,0.644,0.384,1097.423,-0.964,1.0,,1.2822558593750006
5,FTI - RP,-2.126,-3.948,-0.303,0.69,3281.855,-3.079,0.013,*,1.2822558593750006
0,Hit - Miss,0.367,-1.132,1.867,0.568,2406.905,0.647,1.0,,1.2922558593750004
1,Hit - FTI,2.274,0.134,4.414,0.811,2841.595,2.805,0.03,*,1.2922558593750004
2,Hit - RP,-0.097,-1.42,1.227,0.501,1520.819,-0.193,1.0,,1.2922558593750004
3,Miss - FTI,1.906,-0.045,3.858,0.739,3168.994,2.579,0.06,.,1.2922558593750004
4,Miss - RP,-0.464,-1.464,0.536,0.378,887.51,-1.226,1.0,,1.2922558593750004
5,FTI - RP,-2.37,-4.184,-0.557,0.687,3267.315,-3.45,0.003,**,1.2922558593750004
0,Hit - Miss,0.235,-1.249,1.72,0.562,2682.179,0.419,1.0,,1.3022558593750002
1,Hit - FTI,1.949,-0.167,4.065,0.801,3002.867,2.432,0.091,.,1.3022558593750002
2,Hit - RP,-0.11,-1.425,1.206,0.498,1872.984,-0.22,1.0,,1.3022558593750002
3,Miss - FTI,1.713,-0.213,3.64,0.73,3215.973,2.348,0.114,,1.3022558593750002
4,Miss - RP,-0.345,-1.343,0.653,0.378,1153.391,-0.914,1.0,,1.3022558593750002
5,FTI - RP,-2.058,-3.847,-0.27,0.678,3284.36,-3.038,0.014,*,1.3022558593750002
0,Hit - Miss,0.001,-1.457,1.459,0.552,2830.094,0.001,1.0,,1.312255859375
1,Hit - FTI,1.738,-0.338,3.814,0.786,3083.024,2.21,0.163,,1.312255859375
2,Hit - RP,-0.161,-1.455,1.133,0.49,2103.428,-0.328,1.0,,1.312255859375
3,Miss - FTI,1.737,-0.151,3.626,0.715,3239.482,2.428,0.091,.,1.312255859375
4,Miss - RP,-0.161,-1.146,0.823,0.373,1355.827,-0.433,1.0,,1.312255859375
5,FTI - RP,-1.898,-3.651,-0.146,0.664,3290.969,-2.859,0.026,*,1.312255859375
0,Hit - Miss,-0.198,-1.658,1.262,0.553,2794.805,-0.358,1.0,,1.322255859375001
1,Hit - FTI,1.841,-0.239,3.92,0.788,3064.347,2.337,0.117,,1.322255859375001
2,Hit - RP,-0.201,-1.497,1.094,0.491,2044.778,-0.411,1.0,,1.322255859375001
3,Miss - FTI,2.038,0.146,3.93,0.717,3233.996,2.844,0.027,*,1.322255859375001
4,Miss - RP,-0.004,-0.988,0.981,0.373,1301.379,-0.01,1.0,,1.322255859375001
5,FTI - RP,-2.042,-3.798,-0.286,0.665,3289.597,-3.07,0.013,*,1.322255859375001
0,Hit - Miss,-0.53,-2.001,0.941,0.557,2816.771,-0.952,1.0,,1.3322558593750005
1,Hit - FTI,1.334,-0.76,3.428,0.793,3076.104,1.682,0.556,,1.3322558593750005
2,Hit - RP,-0.248,-1.553,1.058,0.494,2080.197,-0.501,1.0,,1.3322558593750005
3,Miss - FTI,1.864,-0.041,3.769,0.722,3237.463,2.583,0.059,.,1.3322558593750005
4,Miss - RP,0.282,-0.71,1.275,0.376,1333.247,0.751,1.0,,1.3322558593750005
5,FTI - RP,-1.582,-3.35,0.187,0.67,3290.546,-2.361,0.11,,1.3322558593750005
0,Hit - Miss,-0.732,-2.183,0.719,0.549,2795.616,-1.332,1.0,,1.3422558593750002
1,Hit - FTI,0.654,-1.412,2.72,0.782,3064.824,0.836,1.0,,1.3422558593750002
2,Hit - RP,-0.218,-1.505,1.069,0.487,2045.728,-0.447,1.0,,1.3422558593750002
3,Miss - FTI,1.386,-0.493,3.266,0.712,3234.14,1.947,0.31,,1.3422558593750002
4,Miss - RP,0.514,-0.464,1.493,0.37,1301.89,1.389,0.99,,1.3422558593750002
5,FTI - RP,-0.872,-2.616,0.873,0.661,3289.669,-1.319,1.0,,1.3422558593750002
0,Hit - Miss,-0.55,-1.983,0.882,0.543,2751.866,-1.014,1.0,,1.352255859375
1,Hit - FTI,0.686,-1.354,2.727,0.773,3041.364,0.888,1.0,,1.352255859375
2,Hit - RP,-0.042,-1.312,1.228,0.481,1975.664,-0.087,1.0,,1.352255859375
3,Miss - FTI,1.237,-0.62,3.094,0.703,3227.249,1.758,0.473,,1.352255859375
4,Miss - RP,0.508,-0.457,1.474,0.365,1238.891,1.392,0.985,,1.352255859375
5,FTI - RP,-0.728,-2.452,0.996,0.653,3287.875,-1.115,1.0,,1.352255859375
0,Hit - Miss,-0.239,-1.669,1.19,0.542,2837.101,-0.442,1.0,,1.3622558593750007
1,Hit - FTI,0.883,-1.153,2.919,0.771,3086.762,1.145,1.0,,1.3622558593750007
2,Hit - RP,0.194,-1.075,1.464,0.481,2114.869,0.404,1.0,,1.3622558593750007
3,Miss - FTI,1.122,-0.73,2.974,0.702,3240.59,1.6,0.658,,1.3622558593750007
4,Miss - RP,0.434,-0.532,1.399,0.365,1366.208,1.187,1.0,,1.3622558593750007
5,FTI - RP,-0.689,-2.407,1.03,0.651,3291.276,-1.058,1.0,,1.3622558593750007
0,Hit - Miss,0.224,-1.214,1.662,0.545,2847.595,0.411,1.0,,1.3722558593750005
1,Hit - FTI,1.146,-0.902,3.193,0.776,3092.015,1.477,0.838,,1.3722558593750005
2,Hit - RP,0.557,-0.72,1.834,0.483,2134.809,1.152,1.0,,1.3722558593750005
3,Miss - FTI,0.922,-0.941,2.784,0.706,3242.092,1.306,1.0,,1.3722558593750005
4,Miss - RP,0.333,-0.638,1.304,0.368,1387.143,0.906,1.0,,1.3722558593750005
5,FTI - RP,-0.589,-2.317,1.14,0.655,3291.477,-0.899,1.0,,1.3722558593750005
0,Hit - Miss,0.69,-0.744,2.125,0.543,2607.79,1.27,1.0,,1.3822558593750005
1,Hit - FTI,1.724,-0.321,3.769,0.775,2960.838,2.226,0.157,,1.3822558593750005
2,Hit - RP,0.882,-0.387,2.152,0.481,1769.572,1.836,0.399,,1.3822558593750005
3,Miss - FTI,1.034,-0.829,2.897,0.706,3203.715,1.465,0.858,,1.3822558593750005
4,Miss - RP,0.192,-0.77,1.154,0.364,1070.814,0.528,1.0,,1.3822558593750005
5,FTI - RP,-0.842,-2.572,0.888,0.655,3280.316,-1.284,1.0,,1.3822558593750005
0,Hit - Miss,0.756,-0.668,2.18,0.539,2480.139,1.401,0.968,,1.392255859375
1,Hit - FTI,1.736,-0.296,3.768,0.77,2886.083,2.256,0.145,,1.392255859375
2,Hit - RP,0.889,-0.369,2.148,0.476,1606.796,1.867,0.373,,1.392255859375
3,Miss - FTI,0.98,-0.872,2.833,0.702,3181.956,1.397,0.974,,1.392255859375
4,Miss - RP,0.133,-0.818,1.085,0.36,948.575,0.371,1.0,,1.392255859375
5,FTI - RP,-0.847,-2.568,0.874,0.652,3272.428,-1.299,1.0,,1.392255859375
0,Hit - Miss,0.793,-0.624,2.21,0.537,2635.171,1.478,0.837,,1.4022558593750007
1,Hit - FTI,1.422,-0.597,3.442,0.765,2976.231,1.859,0.379,,1.4022558593750007
2,Hit - RP,0.923,-0.331,2.177,0.475,1808.645,1.944,0.312,,1.4022558593750007
3,Miss - FTI,0.629,-1.21,2.469,0.697,3208.259,0.903,1.0,,1.4022558593750007
4,Miss - RP,0.13,-0.821,1.081,0.36,1103.306,0.362,1.0,,1.4022558593750007
5,FTI - RP,-0.499,-2.208,1.209,0.647,3281.581,-0.771,1.0,,1.4022558593750007
0,Hit - Miss,0.827,-0.591,2.245,0.537,2888.884,1.539,0.743,,1.4122558593750003
1,Hit - FTI,1.605,-0.413,3.623,0.764,3113.742,2.099,0.215,,1.4122558593750003
2,Hit - RP,0.978,-0.282,2.237,0.477,2205.141,2.05,0.243,,1.4122558593750003
3,Miss - FTI,0.778,-1.057,2.614,0.695,3248.546,1.119,1.0,,1.4122558593750003
4,Miss - RP,0.151,-0.808,1.11,0.363,1453.648,0.416,1.0,,1.4122558593750003
5,FTI - RP,-0.627,-2.33,1.076,0.645,3293.14,-0.972,1.0,,1.4122558593750003
0,Hit - Miss,0.223,-1.199,1.646,0.539,3088.232,0.415,1.0,,1.4222558593750003
1,Hit - FTI,1.274,-0.747,3.296,0.766,3212.686,1.664,0.577,,1.4222558593750003
2,Hit - RP,0.505,-0.763,1.774,0.48,2611.582,1.052,1.0,,1.4222558593750003
3,Miss - FTI,1.051,-0.786,2.888,0.696,3277.818,1.511,0.786,,1.4222558593750003
4,Miss - RP,0.282,-0.688,1.252,0.367,1917.446,0.768,1.0,,1.4222558593750003
5,FTI - RP,-0.769,-2.472,0.933,0.645,3297.785,-1.192,1.0,,1.4222558593750003
0,Hit - Miss,-0.44,-1.876,0.997,0.544,3192.392,-0.808,1.0,,1.432255859375
1,Hit - FTI,0.238,-1.802,2.278,0.773,3260.08,0.308,1.0,,1.432255859375
2,Hit - RP,-0.235,-1.519,1.048,0.486,2883.364,-0.484,1.0,,1.432255859375
3,Miss - FTI,0.678,-1.174,2.529,0.701,3291.134,0.966,1.0,,1.432255859375
4,Miss - RP,0.204,-0.78,1.189,0.373,2324.191,0.548,1.0,,1.432255859375
5,FTI - RP,-0.473,-2.189,1.242,0.65,3297.527,-0.729,1.0,,1.432255859375
0,Hit - Miss,-0.337,-1.761,1.086,0.539,3220.986,-0.626,1.0,,1.4422558593750008
1,Hit - FTI,0.098,-1.922,2.119,0.765,3272.224,0.129,1.0,,1.4422558593750008
2,Hit - RP,-0.573,-1.845,0.7,0.482,2970.215,-1.188,1.0,,1.4422558593750008
3,Miss - FTI,0.436,-1.398,2.269,0.695,3294.189,0.628,1.0,,1.4422558593750008
4,Miss - RP,-0.235,-1.213,0.742,0.37,2478.699,-0.636,1.0,,1.4422558593750008
5,FTI - RP,-0.671,-2.369,1.027,0.643,3296.856,-1.043,1.0,,1.4422558593750008
0,Hit - Miss,-0.158,-1.572,1.256,0.536,3171.878,-0.296,1.0,,1.4522558593750006
1,Hit - FTI,0.659,-1.35,2.667,0.761,3251.023,0.866,1.0,,1.4522558593750006
2,Hit - RP,-0.771,-2.033,0.492,0.478,2825.524,-1.611,0.644,,1.4522558593750006
3,Miss - FTI,0.817,-1.006,2.64,0.691,3288.683,1.183,1.0,,1.4522558593750006
4,Miss - RP,-0.612,-1.58,0.356,0.367,2229.387,-1.67,0.57,,1.4522558593750006
5,FTI - RP,-1.429,-3.119,0.26,0.64,3297.821,-2.233,0.154,,1.4522558593750006
0,Hit - Miss,-0.204,-1.63,1.222,0.54,3014.544,-0.378,1.0,,1.4622558593750004
1,Hit - FTI,0.822,-1.206,2.85,0.768,3177.542,1.07,1.0,,1.4622558593750004
2,Hit - RP,-1.098,-2.368,0.172,0.481,2444.779,-2.283,0.135,,1.4622558593750004
3,Miss - FTI,1.026,-0.817,2.869,0.698,3267.617,1.47,0.85,,1.4622558593750004
