index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
5,FTI - RP,1.289,-1.122,3.699,0.913,3296.999,1.411,0.949,,0.5322558593750006
0,Hit - Miss,0.536,-1.486,2.558,0.766,3203.855,0.7,1.0,,0.5422558593750004
1,Hit - FTI,-2.444,-5.314,0.427,1.087,3264.597,-2.247,0.148,,0.5422558593750004
2,Hit - RP,-0.876,-2.683,0.93,0.684,2921.327,-1.28,1.0,,0.5422558593750004
3,Miss - FTI,-2.98,-5.585,-0.374,0.987,3292.124,-3.019,0.015,*,0.5422558593750004
4,Miss - RP,-1.412,-2.799,-0.026,0.525,2394.431,-2.69,0.043,*,0.5422558593750004
5,FTI - RP,1.568,-0.846,3.981,0.914,3297.466,1.714,0.519,,0.5422558593750004
0,Hit - Miss,0.517,-1.494,2.529,0.762,3203.802,0.679,1.0,,0.5522558593750002
1,Hit - FTI,-2.425,-5.282,0.432,1.082,3264.595,-2.241,0.151,,0.5522558593750002
2,Hit - RP,-0.858,-2.656,0.939,0.681,2920.963,-1.261,1.0,,0.5522558593750002
3,Miss - FTI,-2.942,-5.535,-0.349,0.982,3292.133,-2.996,0.017,*,0.5522558593750002
4,Miss - RP,-1.376,-2.755,0.004,0.522,2393.557,-2.633,0.051,.,0.5522558593750002
5,FTI - RP,1.567,-0.835,3.968,0.91,3297.459,1.722,0.511,,0.5522558593750002
0,Hit - Miss,0.471,-1.538,2.479,0.761,3205.916,0.619,1.0,,0.562255859375
1,Hit - FTI,-1.897,-4.749,0.955,1.08,3265.5,-1.756,0.475,,0.562255859375
2,Hit - RP,-0.748,-2.543,1.047,0.68,2927.323,-1.1,1.0,,0.562255859375
3,Miss - FTI,-2.368,-4.956,0.221,0.981,3292.365,-2.415,0.095,.,0.562255859375
4,Miss - RP,-1.219,-2.596,0.159,0.522,2404.816,-2.337,0.117,,0.562255859375
5,FTI - RP,1.149,-1.249,3.547,0.908,3297.418,1.265,1.0,,0.562255859375
0,Hit - Miss,0.491,-1.511,2.493,0.758,3214.587,0.648,1.0,,0.5722558593750007
1,Hit - FTI,-1.296,-4.138,1.546,1.077,3269.205,-1.204,1.0,,0.5722558593750007
2,Hit - RP,-0.612,-2.402,1.177,0.678,2953.592,-0.903,1.0,,0.5722558593750007
3,Miss - FTI,-1.787,-4.367,0.792,0.977,3293.311,-1.829,0.405,,0.5722558593750007
4,Miss - RP,-1.103,-2.477,0.27,0.52,2451.902,-2.121,0.204,,0.5722558593750007
5,FTI - RP,0.684,-1.705,3.073,0.905,3297.215,0.756,1.0,,0.5722558593750007
0,Hit - Miss,0.739,-1.234,2.712,0.747,3234.185,0.989,1.0,,0.5822558593750005
1,Hit - FTI,-0.903,-3.704,1.897,1.061,3277.404,-0.852,1.0,,0.5822558593750005
2,Hit - RP,-0.398,-2.162,1.367,0.668,3015.333,-0.595,1.0,,0.5822558593750005
3,Miss - FTI,-1.643,-4.184,0.898,0.963,3295.297,-1.707,0.528,,0.5822558593750005
4,Miss - RP,-1.137,-2.493,0.219,0.513,2567.879,-2.215,0.161,,0.5822558593750005
5,FTI - RP,0.506,-1.848,2.859,0.891,3296.578,0.567,1.0,,0.5822558593750005
0,Hit - Miss,0.982,-0.991,2.955,0.747,3227.929,1.314,1.0,,0.5922558593750002
1,Hit - FTI,-0.944,-3.745,1.856,1.061,3274.852,-0.89,1.0,,0.5922558593750002
2,Hit - RP,-0.235,-2.0,1.529,0.668,2994.865,-0.352,1.0,,0.5922558593750002
3,Miss - FTI,-1.926,-4.468,0.615,0.963,3294.713,-2.001,0.273,,0.5922558593750002
4,Miss - RP,-1.217,-2.573,0.138,0.513,2528.12,-2.372,0.107,,0.5922558593750002
5,FTI - RP,0.709,-1.645,3.063,0.892,3296.79,0.795,1.0,,0.5922558593750002
0,Hit - Miss,1.085,-0.901,3.07,0.752,3183.004,1.442,0.896,,0.602255859375
1,Hit - FTI,-1.053,-3.872,1.767,1.068,3255.616,-0.985,1.0,,0.602255859375
2,Hit - RP,-0.147,-1.92,1.626,0.672,2859.721,-0.219,1.0,,0.602255859375
3,Miss - FTI,-2.137,-4.697,0.423,0.97,3289.786,-2.204,0.166,,0.602255859375
4,Miss - RP,-1.231,-2.591,0.128,0.515,2288.308,-2.391,0.101,,0.602255859375
5,FTI - RP,0.906,-1.466,3.277,0.898,3297.764,1.008,1.0,,0.602255859375
0,Hit - Miss,1.107,-0.879,3.092,0.752,3127.919,1.471,0.848,,0.6122558593750007
1,Hit - FTI,-0.913,-3.734,1.909,1.069,3230.752,-0.854,1.0,,0.6122558593750007
2,Hit - RP,-0.181,-1.953,1.59,0.671,2712.385,-0.27,1.0,,0.6122558593750007
3,Miss - FTI,-2.019,-4.582,0.543,0.971,3282.838,-2.08,0.226,,0.6122558593750007
4,Miss - RP,-1.288,-2.644,0.068,0.513,2060.883,-2.509,0.073,.,0.6122558593750007
5,FTI - RP,0.731,-1.644,3.106,0.9,3297.98,0.813,1.0,,0.6122558593750007
0,Hit - Miss,1.164,-0.814,3.142,0.749,3087.146,1.554,0.722,,0.6222558593750005
1,Hit - FTI,-0.781,-3.593,2.03,1.065,3211.621,-0.733,1.0,,0.6222558593750005
2,Hit - RP,-0.225,-1.988,1.538,0.668,2613.636,-0.337,1.0,,0.6222558593750005
3,Miss - FTI,-1.945,-4.5,0.609,0.968,3277.272,-2.011,0.267,,0.6222558593750005
4,Miss - RP,-1.389,-2.737,-0.041,0.51,1924.938,-2.722,0.039,*,0.6222558593750005
5,FTI - RP,0.556,-1.812,2.924,0.897,3297.673,0.62,1.0,,0.6222558593750005
0,Hit - Miss,1.407,-0.567,3.38,0.747,3030.331,1.882,0.36,,0.6322558593750003
1,Hit - FTI,-0.679,-3.485,2.127,1.063,3184.265,-0.639,1.0,,0.6322558593750003
2,Hit - RP,-0.085,-1.842,1.672,0.665,2486.404,-0.128,1.0,,0.6322558593750003
3,Miss - FTI,-2.086,-4.636,0.464,0.966,3269.221,-2.159,0.185,,0.6322558593750003
4,Miss - RP,-1.492,-2.833,-0.151,0.508,1764.766,-2.938,0.02,*,0.6322558593750003
5,FTI - RP,0.594,-1.771,2.959,0.896,3296.762,0.663,1.0,,0.6322558593750003
0,Hit - Miss,1.576,-0.381,3.534,0.741,3026.553,2.126,0.201,,0.6422558593750001
1,Hit - FTI,-0.606,-3.389,2.178,1.054,3182.457,-0.574,1.0,,0.6422558593750001
2,Hit - RP,0.115,-1.627,1.858,0.66,2478.02,0.174,1.0,,0.6422558593750001
3,Miss - FTI,-2.182,-4.712,0.348,0.958,3268.701,-2.277,0.137,,0.6422558593750001
4,Miss - RP,-1.461,-2.792,-0.131,0.504,1754.431,-2.901,0.023,*,0.6422558593750001
5,FTI - RP,0.721,-1.625,3.067,0.889,3296.698,0.811,1.0,,0.6422558593750001
0,Hit - Miss,1.59,-0.368,3.548,0.742,3025.72,2.143,0.193,,0.6522558593750007
1,Hit - FTI,-0.489,-3.274,2.296,1.055,3182.141,-0.464,1.0,,0.6522558593750007
2,Hit - RP,0.288,-1.455,2.031,0.66,2475.496,0.437,1.0,,0.6522558593750007
3,Miss - FTI,-2.079,-4.61,0.452,0.959,3268.642,-2.169,0.181,,0.6522558593750007
4,Miss - RP,-1.302,-2.633,0.029,0.504,1750.659,-2.583,0.059,.,0.6522558593750007
5,FTI - RP,0.777,-1.57,3.124,0.889,3296.715,0.874,1.0,,0.6522558593750007
0,Hit - Miss,1.861,-0.097,3.819,0.742,3046.708,2.51,0.073,.,0.6622558593750005
1,Hit - FTI,-0.188,-2.972,2.596,1.054,3192.346,-0.178,1.0,,0.6622558593750005
2,Hit - RP,0.532,-1.212,2.275,0.66,2520.987,0.805,1.0,,0.6622558593750005
3,Miss - FTI,-2.049,-4.579,0.48,0.958,3271.652,-2.138,0.195,,0.6622558593750005
4,Miss - RP,-1.329,-2.661,0.003,0.504,1805.773,-2.636,0.051,.,0.6622558593750005
5,FTI - RP,0.72,-1.626,3.065,0.888,3297.112,0.81,1.0,,0.6622558593750005
0,Hit - Miss,2.278,0.339,4.218,0.735,3063.441,3.102,0.012,*,0.6722558593750003
1,Hit - FTI,0.128,-2.629,2.885,1.044,3200.394,0.123,1.0,,0.6722558593750003
2,Hit - RP,0.797,-0.93,2.525,0.654,2558.418,1.219,1.0,,0.6722558593750003
3,Miss - FTI,-2.15,-4.655,0.355,0.949,3274.014,-2.266,0.141,,0.6722558593750003
4,Miss - RP,-1.481,-2.801,-0.161,0.5,1852.689,-2.963,0.019,*,0.6722558593750003
5,FTI - RP,0.669,-1.654,2.991,0.88,3297.379,0.76,1.0,,0.6722558593750003
0,Hit - Miss,2.158,0.213,4.103,0.737,3093.933,2.93,0.021,*,0.6822558593750001
1,Hit - FTI,0.091,-2.673,2.856,1.047,3214.858,0.087,1.0,,0.6822558593750001
2,Hit - RP,0.724,-1.009,2.458,0.657,2629.425,1.103,1.0,,0.6822558593750001
3,Miss - FTI,-2.067,-4.578,0.444,0.951,3278.228,-2.173,0.179,,0.6822558593750001
4,Miss - RP,-1.434,-2.76,-0.108,0.502,1945.753,-2.856,0.026,*,0.6822558593750001
5,FTI - RP,0.633,-1.695,2.96,0.882,3297.751,0.718,1.0,,0.6822558593750001
0,Hit - Miss,1.744,-0.206,3.694,0.739,3128.919,2.36,0.11,,0.6922558593750008
1,Hit - FTI,-0.003,-2.774,2.769,1.05,3231.15,-0.003,1.0,,0.6922558593750008
2,Hit - RP,0.434,-1.306,2.174,0.659,2715.463,0.659,1.0,,0.6922558593750008
3,Miss - FTI,-1.747,-4.264,0.77,0.953,3282.924,-1.832,0.402,,0.6922558593750008
4,Miss - RP,-1.31,-2.642,0.022,0.504,2065.912,-2.597,0.057,.,0.6922558593750008
5,FTI - RP,0.437,-1.896,2.769,0.884,3297.979,0.494,1.0,,0.6922558593750008
0,Hit - Miss,1.777,-0.173,3.726,0.739,3145.306,2.406,0.097,.,0.7022558593750006
1,Hit - FTI,0.29,-2.48,3.06,1.049,3238.66,0.276,1.0,,0.7022558593750006
2,Hit - RP,0.556,-1.184,2.296,0.659,2757.628,0.844,1.0,,0.7022558593750006
3,Miss - FTI,-1.487,-4.002,1.029,0.953,3285.061,-1.56,0.713,,0.7022558593750006
4,Miss - RP,-1.221,-2.553,0.112,0.505,2128.044,-2.419,0.094,.,0.7022558593750006
5,FTI - RP,0.266,-2.065,2.597,0.883,3297.999,0.301,1.0,,0.7022558593750006
0,Hit - Miss,1.994,0.066,3.922,0.73,3149.483,2.73,0.038,*,0.7122558593750004
1,Hit - FTI,0.36,-2.38,3.099,1.038,3240.522,0.347,1.0,,0.7122558593750004
2,Hit - RP,0.908,-0.813,2.629,0.652,2768.935,1.393,0.982,,0.7122558593750004
3,Miss - FTI,-1.634,-4.122,0.853,0.942,3285.57,-1.735,0.497,,0.7122558593750004
4,Miss - RP,-1.086,-2.404,0.232,0.499,2145.472,-2.176,0.178,,0.7122558593750004
5,FTI - RP,0.548,-1.757,2.854,0.873,3297.995,0.628,1.0,,0.7122558593750004
0,Hit - Miss,1.925,0.015,3.835,0.723,3164.099,2.661,0.047,*,0.7222558593750001
1,Hit - FTI,-0.004,-2.717,2.709,1.028,3247.044,-0.004,1.0,,0.7222558593750001
2,Hit - RP,0.912,-0.793,2.616,0.646,2808.748,1.412,0.949,,0.7222558593750001
3,Miss - FTI,-1.929,-4.392,0.534,0.933,3287.361,-2.067,0.233,,0.7222558593750001
4,Miss - RP,-1.013,-2.32,0.293,0.495,2207.745,-2.048,0.244,,0.7222558593750001
5,FTI - RP,0.916,-1.367,3.198,0.865,3297.951,1.059,1.0,,0.7222558593750001
0,Hit - Miss,1.768,-0.128,3.664,0.718,3171.191,2.462,0.083,.,0.7322558593750008
1,Hit - FTI,-0.002,-2.695,2.691,1.02,3250.198,-0.002,1.0,,0.7322558593750008
2,Hit - RP,0.822,-0.871,2.515,0.641,2828.338,1.282,1.0,,0.7322558593750008
3,Miss - FTI,-1.77,-4.215,0.675,0.926,3288.226,-1.911,0.336,,0.7322558593750008
4,Miss - RP,-0.946,-2.243,0.351,0.491,2239.054,-1.926,0.326,,0.7322558593750008
5,FTI - RP,0.824,-1.441,3.09,0.858,3297.909,0.96,1.0,,0.7322558593750008
0,Hit - Miss,1.678,-0.212,3.568,0.716,3144.617,2.344,0.115,,0.7422558593750006
1,Hit - FTI,0.146,-2.54,2.831,1.017,3238.225,0.143,1.0,,0.7422558593750006
2,Hit - RP,0.906,-0.781,2.592,0.639,2756.902,1.418,0.938,,0.7422558593750006
3,Miss - FTI,-1.533,-3.971,0.906,0.924,3284.883,-1.659,0.583,,0.7422558593750006
4,Miss - RP,-0.772,-2.064,0.519,0.489,2128.11,-1.579,0.687,,0.7422558593750006
5,FTI - RP,0.76,-1.5,3.02,0.856,3298.0,0.888,1.0,,0.7422558593750006
0,Hit - Miss,1.819,-0.06,3.698,0.712,3056.039,2.556,0.064,.,0.7522558593750004
1,Hit - FTI,0.171,-2.5,2.843,1.012,3196.738,0.169,1.0,,0.7522558593750004
2,Hit - RP,1.082,-0.591,2.756,0.634,2542.61,1.707,0.527,,0.7522558593750004
3,Miss - FTI,-1.648,-4.075,0.779,0.92,3272.899,-1.792,0.439,,0.7522558593750004
4,Miss - RP,-0.737,-2.016,0.542,0.484,1833.606,-1.522,0.769,,0.7522558593750004
5,FTI - RP,0.911,-1.34,3.162,0.853,3297.235,1.068,1.0,,0.7522558593750004
0,Hit - Miss,1.879,-0.009,3.768,0.715,2988.253,2.627,0.052,.,0.7622558593750002
1,Hit - FTI,0.462,-2.224,3.149,1.018,3163.596,0.454,1.0,,0.7622558593750002
2,Hit - RP,1.166,-0.514,2.847,0.636,2398.285,1.833,0.401,,0.7622558593750002
3,Miss - FTI,-1.417,-3.859,1.025,0.925,3263.134,-1.532,0.754,,0.7622558593750002
4,Miss - RP,-0.713,-1.995,0.569,0.485,1661.897,-1.469,0.851,,0.7622558593750002
5,FTI - RP,0.704,-1.561,2.969,0.858,3295.824,0.821,1.0,,0.7622558593750002
0,Hit - Miss,1.6,-0.305,3.506,0.722,2933.775,2.217,0.16,,0.772255859375
1,Hit - FTI,0.546,-2.165,3.257,1.027,3136.392,0.532,1.0,,0.772255859375
2,Hit - RP,0.996,-0.698,2.689,0.641,2290.441,1.553,0.724,,0.772255859375
3,Miss - FTI,-1.054,-3.52,1.411,0.934,3255.147,-1.129,1.0,,0.772255859375
4,Miss - RP,-0.604,-1.895,0.686,0.489,1543.383,-1.237,1.0,,0.772255859375
5,FTI - RP,0.45,-1.837,2.737,0.866,3294.383,0.519,1.0,,0.772255859375
0,Hit - Miss,1.525,-0.371,3.42,0.718,2984.455,2.123,0.203,,0.7822558593750006
1,Hit - FTI,0.487,-2.209,3.183,1.021,3162.066,0.477,1.0,,0.7822558593750006
2,Hit - RP,0.899,-0.788,2.585,0.639,2387.706,1.407,0.957,,0.7822558593750006
3,Miss - FTI,-1.038,-3.489,1.413,0.928,3262.805,-1.118,1.0,,0.7822558593750006
4,Miss - RP,-0.626,-1.913,0.661,0.487,1647.089,-1.285,1.0,,0.7822558593750006
5,FTI - RP,0.412,-1.861,2.685,0.861,3295.894,0.478,1.0,,0.7822558593750006
0,Hit - Miss,1.678,-0.192,3.548,0.708,3090.446,2.368,0.108,,0.7922558593750004
1,Hit - FTI,0.915,-1.743,3.574,1.007,3213.35,0.909,1.0,,0.7922558593750004
2,Hit - RP,0.973,-0.694,2.64,0.631,2619.995,1.541,0.741,,0.7922558593750004
3,Miss - FTI,-0.762,-3.177,1.652,0.915,3277.848,-0.834,1.0,,0.7922558593750004
4,Miss - RP,-0.705,-1.98,0.57,0.483,1931.917,-1.46,0.866,,0.7922558593750004
5,FTI - RP,0.057,-2.181,2.296,0.848,3297.741,0.068,1.0,,0.7922558593750004
0,Hit - Miss,1.727,-0.142,3.595,0.708,3043.553,2.44,0.089,.,0.8022558593750002
1,Hit - FTI,1.372,-1.285,4.029,1.006,3190.836,1.363,1.0,,0.8022558593750002
2,Hit - RP,0.92,-0.743,2.584,0.63,2513.916,1.461,0.865,,0.8022558593750002
3,Miss - FTI,-0.355,-2.769,2.06,0.914,3271.214,-0.388,1.0,,0.8022558593750002
4,Miss - RP,-0.806,-2.077,0.465,0.481,1796.938,-1.675,0.564,,0.8022558593750002
5,FTI - RP,-0.452,-2.69,1.787,0.848,3297.062,-0.533,1.0,,0.8022558593750002
0,Hit - Miss,1.657,-0.209,3.523,0.707,2927.08,2.344,0.115,,0.812255859375
1,Hit - FTI,1.33,-1.326,3.986,1.006,3133.005,1.322,1.0,,0.812255859375
2,Hit - RP,0.784,-0.874,2.443,0.628,2277.705,1.249,1.0,,0.812255859375
3,Miss - FTI,-0.327,-2.742,2.088,0.915,3254.152,-0.358,1.0,,0.812255859375
4,Miss - RP,-0.873,-2.136,0.391,0.478,1529.949,-1.824,0.41,,0.812255859375
5,FTI - RP,-0.546,-2.786,1.695,0.849,3294.186,-0.643,1.0,,0.812255859375
0,Hit - Miss,1.531,-0.31,3.373,0.698,2960.766,2.195,0.169,,0.8222558593750007
1,Hit - FTI,1.04,-1.579,3.66,0.992,3150.058,1.048,1.0,,0.8222558593750007
2,Hit - RP,0.815,-0.822,2.453,0.62,2342.023,1.314,1.0,,0.8222558593750007
3,Miss - FTI,-0.491,-2.873,1.891,0.902,3259.196,-0.544,1.0,,0.8222558593750007
4,Miss - RP,-0.716,-1.965,0.533,0.473,1598.104,-1.515,0.78,,0.8222558593750007
5,FTI - RP,-0.225,-2.435,1.984,0.837,3295.191,-0.269,1.0,,0.8222558593750007
0,Hit - Miss,1.452,-0.36,3.263,0.686,3005.991,2.116,0.207,,0.8322558593750005
1,Hit - FTI,1.221,-1.355,3.797,0.976,3172.523,1.251,1.0,,0.8322558593750005
2,Hit - RP,1.006,-0.606,2.617,0.61,2433.444,1.647,0.598,,0.8322558593750005
3,Miss - FTI,-0.231,-2.572,2.111,0.887,3265.825,-0.26,1.0,,0.8322558593750005
4,Miss - RP,-0.446,-1.676,0.784,0.466,1700.789,-0.957,1.0,,0.8322558593750005
5,FTI - RP,-0.215,-2.387,1.956,0.823,3296.315,-0.261,1.0,,0.8322558593750005
0,Hit - Miss,1.496,-0.319,3.312,0.688,3030.674,2.176,0.178,,0.8422558593750002
1,Hit - FTI,1.589,-0.992,4.171,0.978,3184.682,1.625,0.625,,0.8422558593750002
2,Hit - RP,1.021,-0.595,2.638,0.612,2485.095,1.668,0.573,,0.8422558593750002
3,Miss - FTI,0.093,-2.253,2.439,0.889,3269.44,0.104,1.0,,0.8422558593750002
4,Miss - RP,-0.475,-1.71,0.759,0.467,1761.103,-1.017,1.0,,0.8422558593750002
5,FTI - RP,-0.568,-2.744,1.607,0.824,3296.858,-0.689,1.0,,0.8422558593750002
0,Hit - Miss,1.576,-0.243,3.396,0.689,3036.931,2.287,0.134,,0.852255859375
1,Hit - FTI,1.432,-1.156,4.019,0.98,3187.845,1.461,0.865,,0.852255859375
2,Hit - RP,0.835,-0.786,2.455,0.614,2497.652,1.36,1.0,,0.852255859375
3,Miss - FTI,-0.145,-2.496,2.206,0.891,3270.419,-0.163,1.0,,0.852255859375
4,Miss - RP,-0.742,-1.979,0.496,0.469,1775.262,-1.583,0.682,,0.852255859375
5,FTI - RP,-0.597,-2.777,1.583,0.826,3297.015,-0.723,1.0,,0.852255859375
0,Hit - Miss,1.434,-0.363,3.231,0.681,2944.486,2.107,0.211,,0.8622558593750007
1,Hit - FTI,1.197,-1.36,3.753,0.968,3142.13,1.236,1.0,,0.8622558593750007
2,Hit - RP,0.524,-1.074,2.121,0.605,2308.31,0.866,1.0,,0.8622558593750007
3,Miss - FTI,-0.237,-2.562,2.087,0.88,3256.937,-0.27,1.0,,0.8622558593750007
4,Miss - RP,-0.91,-2.128,0.307,0.461,1559.736,-1.975,0.291,,0.8622558593750007
5,FTI - RP,-0.673,-2.829,1.483,0.817,3294.876,-0.824,1.0,,0.8622558593750007
0,Hit - Miss,1.146,-0.634,2.926,0.674,2746.872,1.699,0.536,,0.8722558593750005
1,Hit - FTI,1.133,-1.403,3.668,0.96,3038.69,1.179,1.0,,0.8722558593750005
2,Hit - RP,0.247,-1.332,1.825,0.598,1967.63,0.413,1.0,,0.8722558593750005
3,Miss - FTI,-0.013,-2.321,2.295,0.874,3226.465,-0.015,1.0,,0.8722558593750005
4,Miss - RP,-0.899,-2.098,0.3,0.454,1231.598,-1.981,0.287,,0.8722558593750005
5,FTI - RP,-0.886,-3.028,1.256,0.812,3287.689,-1.092,1.0,,0.8722558593750005
0,Hit - Miss,0.967,-0.842,2.777,0.685,2545.554,1.411,0.95,,0.8822558593750003
1,Hit - FTI,0.852,-1.728,3.432,0.977,2925.253,0.872,1.0,,0.8822558593750003
2,Hit - RP,0.133,-1.467,1.734,0.606,1684.118,0.22,1.0,,0.8822558593750003
3,Miss - FTI,-0.115,-2.466,2.235,0.89,3193.129,-0.13,1.0,,0.8822558593750003
4,Miss - RP,-0.834,-2.046,0.378,0.459,1001.711,-1.818,0.416,,0.8822558593750003
5,FTI - RP,-0.718,-2.901,1.465,0.827,3277.312,-0.868,1.0,,0.8822558593750003
0,Hit - Miss,0.899,-0.908,2.705,0.684,2363.38,1.313,1.0,,0.8922558593750001
1,Hit - FTI,0.459,-2.12,3.037,0.977,2814.83,0.47,1.0,,0.8922558593750001
2,Hit - RP,-0.095,-1.689,1.499,0.603,1469.193,-0.158,1.0,,0.8922558593750001
3,Miss - FTI,-0.44,-2.791,1.911,0.891,3160.801,-0.494,1.0,,0.8922558593750001
4,Miss - RP,-0.994,-2.198,0.211,0.455,849.127,-2.182,0.176,,0.8922558593750001
5,FTI - RP,-0.554,-2.739,1.631,0.828,3264.717,-0.669,1.0,,0.8922558593750001
0,Hit - Miss,0.861,-0.927,2.65,0.677,2483.269,1.271,1.0,,0.9022558593750007
1,Hit - FTI,0.249,-2.302,2.8,0.966,2888.271,0.258,1.0,,0.9022558593750007
2,Hit - RP,-0.359,-1.939,1.222,0.598,1607.565,-0.6,1.0,,0.9022558593750007
3,Miss - FTI,-0.612,-2.937,1.712,0.881,3182.343,-0.695,1.0,,0.9022558593750007
4,Miss - RP,-1.22,-2.416,-0.024,0.452,946.178,-2.697,0.043,*,0.9022558593750007
5,FTI - RP,-0.608,-2.768,1.552,0.818,3273.223,-0.743,1.0,,0.9022558593750007
0,Hit - Miss,0.701,-1.085,2.488,0.677,2658.629,1.036,1.0,,0.9122558593750004
1,Hit - FTI,0.2,-2.345,2.746,0.964,2990.03,0.208,1.0,,0.9122558593750004
2,Hit - RP,-0.271,-1.854,1.311,0.599,1836.546,-0.453,1.0,,0.9122558593750004
3,Miss - FTI,-0.501,-2.819,1.817,0.878,3212.162,-0.57,1.0,,0.9122558593750004
4,Miss - RP,-0.973,-2.173,0.228,0.454,1120.959,-2.142,0.195,,0.9122558593750004
5,FTI - RP,-0.472,-2.624,1.68,0.815,3283.547,-0.579,1.0,,0.9122558593750004
0,Hit - Miss,0.439,-1.341,2.218,0.674,2768.112,0.651,1.0,,0.9222558593750004
1,Hit - FTI,0.143,-2.391,2.677,0.96,3050.112,0.149,1.0,,0.9222558593750004
2,Hit - RP,-0.054,-1.632,1.524,0.598,2001.377,-0.09,1.0,,0.9222558593750004
3,Miss - FTI,-0.296,-2.602,2.011,0.874,3229.819,-0.338,1.0,,0.9222558593750004
4,Miss - RP,-0.493,-1.692,0.707,0.454,1261.789,-1.086,1.0,,0.9222558593750004
5,FTI - RP,-0.197,-2.338,1.944,0.811,3288.55,-0.243,1.0,,0.9222558593750004
0,Hit - Miss,0.484,-1.266,2.233,0.663,2824.869,0.73,1.0,,0.932255859375
1,Hit - FTI,0.182,-2.309,2.673,0.944,3080.127,0.193,1.0,,0.932255859375
2,Hit - RP,0.172,-1.38,1.725,0.588,2095.796,0.293,1.0,,0.932255859375
3,Miss - FTI,-0.302,-2.568,1.965,0.859,3238.61,-0.351,1.0,,0.932255859375
4,Miss - RP,-0.311,-1.492,0.869,0.447,1349.795,-0.697,1.0,,0.932255859375
5,FTI - RP,-0.01,-2.113,2.094,0.797,3290.652,-0.012,1.0,,0.932255859375
0,Hit - Miss,0.712,-1.002,2.426,0.649,2792.757,1.097,1.0,,0.9422558593750008
1,Hit - FTI,0.54,-1.901,2.98,0.925,3062.969,0.584,1.0,,0.9422558593750008
2,Hit - RP,0.422,-1.098,1.942,0.576,2043.779,0.733,1.0,,0.9422558593750008
3,Miss - FTI,-0.172,-2.393,2.049,0.841,3233.567,-0.205,1.0,,0.9422558593750008
4,Miss - RP,-0.29,-1.445,0.865,0.437,1302.734,-0.663,1.0,,0.9422558593750008
5,FTI - RP,-0.118,-2.179,1.944,0.781,3289.26,-0.151,1.0,,0.9422558593750008
0,Hit - Miss,0.572,-1.142,2.287,0.649,2876.598,0.882,1.0,,0.9522558593750006
1,Hit - FTI,1.007,-1.432,3.447,0.924,3107.369,1.09,1.0,,0.9522558593750006
2,Hit - RP,0.364,-1.159,1.886,0.577,2183.394,0.631,1.0,,0.9522558593750006
3,Miss - FTI,0.435,-1.784,2.654,0.841,3246.661,0.517,1.0,,0.9522558593750006
4,Miss - RP,-0.209,-1.368,0.95,0.439,1432.293,-0.476,1.0,,0.9522558593750006
5,FTI - RP,-0.644,-2.703,1.415,0.78,3292.706,-0.825,1.0,,0.9522558593750006
0,Hit - Miss,0.361,-1.375,2.097,0.658,2995.087,0.55,1.0,,0.9622558593750004
1,Hit - FTI,1.193,-1.276,3.662,0.935,3167.687,1.275,1.0,,0.9622558593750004
2,Hit - RP,0.268,-1.277,1.813,0.585,2406.534,0.457,1.0,,0.9622558593750004
3,Miss - FTI,0.831,-1.413,3.075,0.85,3264.594,0.978,1.0,,0.9622558593750004
4,Miss - RP,-0.094,-1.273,1.085,0.446,1665.54,-0.21,1.0,,0.9622558593750004
5,FTI - RP,-0.925,-3.006,1.156,0.788,3296.295,-1.173,1.0,,0.9622558593750004
0,Hit - Miss,0.602,-1.135,2.338,0.658,2938.381,0.915,1.0,,0.972255859375
1,Hit - FTI,1.124,-1.347,3.594,0.936,3139.361,1.201,1.0,,0.972255859375
2,Hit - RP,0.46,-1.084,2.004,0.585,2294.113,0.787,1.0,,0.972255859375
3,Miss - FTI,0.522,-1.724,2.768,0.851,3256.217,0.614,1.0,,0.972255859375
4,Miss - RP,-0.141,-1.319,1.036,0.446,1542.242,-0.317,1.0,,0.972255859375
5,FTI - RP,-0.664,-2.747,1.42,0.789,3294.874,-0.841,1.0,,0.972255859375
0,Hit - Miss,0.999,-0.727,2.724,0.653,2722.731,1.528,0.759,,0.9822558593750008
1,Hit - FTI,1.28,-1.178,3.738,0.931,3025.437,1.375,1.0,,0.9822558593750008
2,Hit - RP,0.743,-0.786,2.272,0.579,1931.441,1.283,1.0,,0.9822558593750008
3,Miss - FTI,0.281,-1.956,2.518,0.847,3222.572,0.332,1.0,,0.9822558593750008
4,Miss - RP,-0.256,-1.417,0.905,0.439,1201.052,-0.582,1.0,,0.9822558593750008
5,FTI - RP,-0.537,-2.614,1.54,0.787,3286.511,-0.682,1.0,,0.9822558593750008
0,Hit - Miss,1.078,-0.64,2.795,0.65,2709.608,1.657,0.586,,0.9922558593750006
1,Hit - FTI,1.571,-0.875,4.017,0.927,3018.498,1.696,0.54,,0.9922558593750006
2,Hit - RP,0.858,-0.664,2.38,0.576,1909.571,1.489,0.82,,0.9922558593750006
3,Miss - FTI,0.494,-1.733,2.72,0.843,3220.523,0.585,1.0,,0.9922558593750006
4,Miss - RP,-0.219,-1.375,0.936,0.437,1180.392,-0.502,1.0,,0.9922558593750006
5,FTI - RP,-0.713,-2.78,1.354,0.783,3286.181,-0.91,1.0,,0.9922558593750006
