index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
4,Miss - RP,0.724,-0.286,1.734,0.382,1767.505,1.894,0.35,,-2.317744140625
5,FTI - RP,2.689,0.912,4.467,0.673,3297.159,3.994,0.0,***,-2.317744140625
0,Hit - Miss,0.641,-0.835,2.116,0.559,3088.146,1.146,1.0,,-2.3077441406249997
1,Hit - FTI,-1.342,-3.438,0.755,0.794,3212.712,-1.689,0.548,,-2.3077441406249997
2,Hit - RP,1.423,0.108,2.738,0.498,2610.831,2.857,0.026,*,-2.3077441406249997
3,Miss - FTI,-1.982,-3.887,-0.078,0.721,3277.854,-2.747,0.036,*,-2.3077441406249997
4,Miss - RP,0.783,-0.223,1.788,0.381,1915.887,2.054,0.24,,-2.3077441406249997
5,FTI - RP,2.765,0.999,4.53,0.669,3297.795,4.134,0.0,***,-2.3077441406249997
0,Hit - Miss,0.539,-0.937,2.015,0.559,3142.584,0.964,1.0,,-2.2977441406249994
1,Hit - FTI,-1.585,-3.681,0.512,0.794,3237.928,-1.995,0.276,,-2.2977441406249994
2,Hit - RP,1.234,-0.083,2.551,0.499,2746.078,2.473,0.081,.,-2.2977441406249994
3,Miss - FTI,-2.124,-4.028,-0.22,0.721,3285.08,-2.945,0.02,*,-2.2977441406249994
4,Miss - RP,0.695,-0.314,1.703,0.382,2106.044,1.818,0.415,,-2.2977441406249994
5,FTI - RP,2.818,1.054,4.583,0.668,3297.989,4.217,0.0,***,-2.2977441406249994
0,Hit - Miss,0.463,-1.019,1.945,0.561,3138.082,0.825,1.0,,-2.2877441406249996
1,Hit - FTI,-1.603,-3.708,0.502,0.797,3235.922,-2.01,0.267,,-2.2877441406249996
2,Hit - RP,1.271,-0.051,2.594,0.501,2733.991,2.539,0.067,.,-2.2877441406249996
3,Miss - FTI,-2.066,-3.977,-0.154,0.724,3284.534,-2.853,0.026,*,-2.2877441406249996
4,Miss - RP,0.808,-0.204,1.821,0.384,2087.739,2.108,0.211,,-2.2877441406249996
5,FTI - RP,2.874,1.103,4.645,0.671,3297.996,4.283,0.0,***,-2.2877441406249996
0,Hit - Miss,0.372,-1.102,1.846,0.559,3114.208,0.666,1.0,,-2.277744140625
1,Hit - FTI,-2.069,-4.165,0.026,0.794,3224.938,-2.608,0.055,.,-2.277744140625
2,Hit - RP,1.182,-0.133,2.497,0.498,2673.56,2.373,0.106,,-2.277744140625
3,Miss - FTI,-2.441,-4.344,-0.539,0.721,3281.404,-3.387,0.004,**,-2.277744140625
4,Miss - RP,0.81,-0.197,1.817,0.381,2001.009,2.125,0.202,,-2.277744140625
5,FTI - RP,3.251,1.488,5.015,0.668,3297.966,4.867,0.0,***,-2.277744140625
0,Hit - Miss,0.301,-1.171,1.772,0.557,3097.554,0.539,1.0,,-2.2677441406249996
1,Hit - FTI,-2.915,-5.006,-0.824,0.792,3217.118,-3.681,0.001,**,-2.2677441406249996
2,Hit - RP,0.894,-0.418,2.206,0.497,2633.4,1.8,0.432,,-2.2677441406249996
3,Miss - FTI,-3.216,-5.115,-1.317,0.719,3279.125,-4.47,0.0,***,-2.2677441406249996
4,Miss - RP,0.594,-0.41,1.597,0.38,1946.266,1.562,0.711,,-2.2677441406249996
5,FTI - RP,3.809,2.049,5.57,0.667,3297.868,5.712,0.0,***,-2.2677441406249996
0,Hit - Miss,0.317,-1.167,1.8,0.562,3084.381,0.564,1.0,,-2.2577441406249994
1,Hit - FTI,-3.117,-5.226,-1.009,0.799,3210.894,-3.904,0.001,***,-2.2577441406249994
2,Hit - RP,0.866,-0.456,2.188,0.501,2602.282,1.729,0.504,,-2.2577441406249994
3,Miss - FTI,-3.434,-5.349,-1.519,0.725,3277.308,-4.734,0.0,***,-2.2577441406249994
4,Miss - RP,0.549,-0.462,1.56,0.383,1904.916,1.434,0.911,,-2.2577441406249994
5,FTI - RP,3.983,2.208,5.759,0.673,3297.754,5.923,0.0,***,-2.2577441406249994
0,Hit - Miss,0.461,-1.026,1.948,0.563,3107.629,0.818,1.0,,-2.2477441406249996
1,Hit - FTI,-2.637,-4.75,-0.523,0.801,3221.97,-3.293,0.006,**,-2.2477441406249996
2,Hit - RP,0.915,-0.411,2.242,0.502,2656.622,1.822,0.411,,-2.2477441406249996
3,Miss - FTI,-3.097,-5.017,-1.178,0.727,3280.59,-4.26,0.0,***,-2.2477441406249996
4,Miss - RP,0.455,-0.561,1.47,0.384,1976.725,1.183,1.0,,-2.2477441406249996
5,FTI - RP,3.552,1.773,5.331,0.674,3297.944,5.271,0.0,***,-2.2477441406249996
0,Hit - Miss,0.703,-0.778,2.184,0.561,3133.765,1.254,1.0,,-2.237744140625
1,Hit - FTI,-2.179,-4.283,-0.075,0.797,3234.102,-2.734,0.038,*,-2.237744140625
2,Hit - RP,0.82,-0.502,2.141,0.501,2721.544,1.638,0.61,,-2.237744140625
3,Miss - FTI,-2.882,-4.793,-0.972,0.724,3284.087,-3.982,0.0,***,-2.237744140625
4,Miss - RP,0.116,-0.896,1.129,0.383,2068.127,0.304,1.0,,-2.237744140625
5,FTI - RP,2.999,1.228,4.769,0.671,3297.998,4.471,0.0,***,-2.237744140625
0,Hit - Miss,0.896,-0.567,2.359,0.554,3092.391,1.617,0.636,,-2.2277441406249996
1,Hit - FTI,-1.912,-3.991,0.167,0.788,3214.695,-2.428,0.091,.,-2.2277441406249996
2,Hit - RP,0.903,-0.402,2.207,0.494,2621.029,1.827,0.407,,-2.2277441406249996
3,Miss - FTI,-2.808,-4.696,-0.92,0.715,3278.423,-3.926,0.001,***,-2.2277441406249996
4,Miss - RP,0.007,-0.991,1.004,0.378,1929.607,0.018,1.0,,-2.2277441406249996
5,FTI - RP,2.815,1.064,4.565,0.663,3297.829,4.245,0.0,***,-2.2277441406249996
0,Hit - Miss,1.07,-0.385,2.525,0.551,3088.662,1.942,0.313,,-2.2177441406249994
1,Hit - FTI,-1.798,-3.866,0.27,0.783,3212.809,-2.295,0.131,,-2.2177441406249994
2,Hit - RP,1.2,-0.097,2.497,0.491,2613.264,2.442,0.088,.,-2.2177441406249994
3,Miss - FTI,-2.868,-4.747,-0.99,0.712,3277.819,-4.031,0.0,***,-2.2177441406249994
4,Miss - RP,0.129,-0.863,1.121,0.376,1920.36,0.344,1.0,,-2.2177441406249994
5,FTI - RP,2.997,1.256,4.739,0.66,3297.776,4.544,0.0,***,-2.2177441406249994
0,Hit - Miss,0.869,-0.585,2.324,0.551,3147.895,1.578,0.688,,-2.2077441406249996
1,Hit - FTI,-2.304,-4.37,-0.238,0.783,3240.221,-2.944,0.02,*,-2.2077441406249996
2,Hit - RP,0.986,-0.312,2.285,0.492,2761.049,2.006,0.269,,-2.2077441406249996
3,Miss - FTI,-3.173,-5.05,-1.297,0.711,3285.672,-4.465,0.0,***,-2.2077441406249996
4,Miss - RP,0.117,-0.877,1.112,0.377,2129.578,0.311,1.0,,-2.2077441406249996
5,FTI - RP,3.291,1.552,5.029,0.659,3297.981,4.997,0.0,***,-2.2077441406249996
0,Hit - Miss,0.359,-1.085,1.804,0.547,3091.051,0.657,1.0,,-2.197744140625
1,Hit - FTI,-3.127,-5.181,-1.074,0.778,3213.936,-4.021,0.0,***,-2.197744140625
2,Hit - RP,0.547,-0.741,1.835,0.488,2618.914,1.121,1.0,,-2.197744140625
3,Miss - FTI,-3.487,-5.352,-1.622,0.706,3278.147,-4.935,0.0,***,-2.197744140625
4,Miss - RP,0.187,-0.798,1.172,0.373,1927.878,0.502,1.0,,-2.197744140625
5,FTI - RP,3.674,1.945,5.403,0.655,3297.798,5.61,0.0,***,-2.197744140625
0,Hit - Miss,0.082,-1.359,1.523,0.546,2996.39,0.15,1.0,,-2.1877441406249996
1,Hit - FTI,-3.283,-5.331,-1.234,0.776,3168.354,-4.23,0.0,***,-2.1877441406249996
2,Hit - RP,0.795,-0.487,2.077,0.486,2409.027,1.637,0.61,,-2.1877441406249996
3,Miss - FTI,-3.365,-5.227,-1.503,0.705,3264.801,-4.77,0.0,***,-2.1877441406249996
4,Miss - RP,0.713,-0.266,1.692,0.371,1668.195,1.925,0.327,,-2.1877441406249996
5,FTI - RP,4.078,2.351,5.805,0.654,3296.334,6.233,0.0,***,-2.1877441406249996
0,Hit - Miss,-0.061,-1.509,1.388,0.549,3023.264,-0.11,1.0,,-2.1777441406249993
1,Hit - FTI,-3.188,-5.248,-1.129,0.78,3181.576,-4.087,0.0,***,-2.1777441406249993
2,Hit - RP,1.031,-0.259,2.32,0.488,2465.109,2.11,0.21,,-2.1777441406249993
3,Miss - FTI,-3.128,-4.999,-1.256,0.709,3268.72,-4.412,0.0,***,-2.1777441406249993
4,Miss - RP,1.091,0.106,2.076,0.373,1733.132,2.926,0.021,*,-2.1777441406249993
5,FTI - RP,4.219,2.484,5.954,0.657,3296.892,6.418,0.0,***,-2.1777441406249993
0,Hit - Miss,-0.129,-1.58,1.321,0.549,3038.855,-0.236,1.0,,-2.1677441406249995
1,Hit - FTI,-3.676,-5.738,-1.614,0.781,3189.195,-4.706,0.0,***,-2.1677441406249995
2,Hit - RP,0.703,-0.589,1.994,0.489,2498.459,1.436,0.907,,-2.1677441406249995
3,Miss - FTI,-3.547,-5.42,-1.673,0.71,3270.984,-4.997,0.0,***,-2.1677441406249995
4,Miss - RP,0.832,-0.155,1.819,0.374,1772.835,2.227,0.157,,-2.1677441406249995
5,FTI - RP,4.379,2.642,6.116,0.658,3297.178,6.654,0.0,***,-2.1677441406249995
0,Hit - Miss,-0.08,-1.557,1.396,0.559,3059.35,-0.144,1.0,,-2.1577441406249998
1,Hit - FTI,-3.921,-6.021,-1.822,0.795,3198.971,-4.932,0.0,***,-2.1577441406249998
2,Hit - RP,0.532,-0.783,1.848,0.498,2544.75,1.069,1.0,,-2.1577441406249998
3,Miss - FTI,-3.841,-5.748,-1.934,0.722,3273.819,-5.317,0.0,***,-2.1577441406249998
4,Miss - RP,0.613,-0.393,1.619,0.381,1830.889,1.61,0.646,,-2.1577441406249998
5,FTI - RP,4.454,2.686,6.222,0.67,3297.46,6.65,0.0,***,-2.1577441406249998
0,Hit - Miss,0.183,-1.295,1.662,0.56,2964.138,0.327,1.0,,-2.1477441406249995
1,Hit - FTI,-3.21,-5.313,-1.107,0.797,3152.3,-4.029,0.0,***,-2.1477441406249995
2,Hit - RP,0.827,-0.488,2.142,0.498,2344.236,1.66,0.582,,-2.1477441406249995
3,Miss - FTI,-3.393,-5.305,-1.481,0.724,3260.041,-4.685,0.0,***,-2.1477441406249995
4,Miss - RP,0.644,-0.36,1.647,0.38,1596.145,1.695,0.542,,-2.1477441406249995
5,FTI - RP,4.037,2.264,5.811,0.672,3295.556,6.009,0.0,***,-2.1477441406249995
0,Hit - Miss,0.534,-0.931,2.0,0.555,2960.313,0.962,1.0,,-2.1377441406249993
1,Hit - FTI,-2.766,-4.851,-0.681,0.79,3150.315,-3.503,0.003,**,-2.1377441406249993
2,Hit - RP,0.972,-0.332,2.275,0.494,2337.26,1.968,0.295,,-2.1377441406249993
3,Miss - FTI,-3.3,-5.195,-1.405,0.718,3259.431,-4.597,0.0,***,-2.1377441406249993
4,Miss - RP,0.438,-0.557,1.432,0.376,1589.093,1.163,1.0,,-2.1377441406249993
5,FTI - RP,3.738,1.98,5.496,0.666,3295.424,5.613,0.0,***,-2.1377441406249993
0,Hit - Miss,0.505,-0.967,1.977,0.558,2919.504,0.906,1.0,,-2.1277441406249995
1,Hit - FTI,-2.648,-4.743,-0.554,0.793,3129.91,-3.338,0.005,**,-2.1277441406249995
2,Hit - RP,0.918,-0.391,2.226,0.496,2257.47,1.852,0.385,,-2.1277441406249995
3,Miss - FTI,-3.154,-5.058,-1.249,0.721,3253.457,-4.372,0.0,***,-2.1277441406249995
4,Miss - RP,0.412,-0.585,1.41,0.378,1503.048,1.092,1.0,,-2.1277441406249995
5,FTI - RP,3.566,1.799,5.333,0.669,3294.4,5.329,0.0,***,-2.1277441406249995
0,Hit - Miss,0.348,-1.12,1.817,0.556,2934.358,0.626,1.0,,-2.1177441406249997
1,Hit - FTI,-2.179,-4.269,-0.09,0.792,3137.347,-2.753,0.036,*,-2.1177441406249997
2,Hit - RP,1.054,-0.252,2.36,0.495,2286.288,2.132,0.199,,-2.1177441406249997
3,Miss - FTI,-2.528,-4.427,-0.628,0.72,3255.627,-3.512,0.003,**,-2.1177441406249997
4,Miss - RP,0.706,-0.29,1.701,0.377,1533.847,1.873,0.367,,-2.1177441406249997
5,FTI - RP,3.233,1.471,4.996,0.668,3294.771,4.843,0.0,***,-2.1177441406249997
0,Hit - Miss,0.198,-1.247,1.643,0.547,3016.952,0.361,1.0,,-2.107744140625
1,Hit - FTI,-2.292,-4.347,-0.238,0.778,3178.24,-2.945,0.02,*,-2.107744140625
2,Hit - RP,1.016,-0.271,2.302,0.487,2453.709,2.085,0.223,,-2.107744140625
3,Miss - FTI,-2.49,-4.357,-0.623,0.707,3267.638,-3.52,0.003,**,-2.107744140625
4,Miss - RP,0.818,-0.164,1.8,0.372,1721.687,2.199,0.168,,-2.107744140625
5,FTI - RP,3.308,1.576,5.039,0.656,3296.681,5.043,0.0,***,-2.107744140625
0,Hit - Miss,0.002,-1.443,1.446,0.547,3087.192,0.003,1.0,,-2.0977441406249997
1,Hit - FTI,-2.854,-4.907,-0.801,0.778,3212.016,-3.67,0.001,**,-2.0977441406249997
2,Hit - RP,0.784,-0.504,2.071,0.488,2610.62,1.607,0.649,,-2.0977441406249997
3,Miss - FTI,-2.856,-4.721,-0.991,0.706,3277.546,-4.042,0.0,***,-2.0977441406249997
4,Miss - RP,0.782,-0.203,1.767,0.373,1917.701,2.097,0.217,,-2.0977441406249997
5,FTI - RP,3.638,1.909,5.367,0.655,3297.745,5.555,0.0,***,-2.0977441406249997
0,Hit - Miss,0.308,-1.133,1.75,0.546,2993.059,0.565,1.0,,-2.0877441406249995
1,Hit - FTI,-2.791,-4.841,-0.741,0.776,3166.64,-3.594,0.002,**,-2.0877441406249995
2,Hit - RP,1.073,-0.21,2.356,0.486,2402.734,2.209,0.164,,-2.0877441406249995
3,Miss - FTI,-3.099,-4.962,-1.236,0.706,3264.268,-4.391,0.0,***,-2.0877441406249995
4,Miss - RP,0.765,-0.214,1.744,0.371,1661.579,2.063,0.235,,-2.0877441406249995
5,FTI - RP,3.864,2.136,5.592,0.655,3296.231,5.903,0.0,***,-2.0877441406249995
0,Hit - Miss,0.665,-0.774,2.105,0.545,2937.087,1.22,1.0,,-2.0777441406249997
1,Hit - FTI,-2.753,-4.801,-0.705,0.776,3138.634,-3.549,0.002,**,-2.0777441406249997
2,Hit - RP,1.458,0.178,2.737,0.485,2292.222,3.007,0.016,*,-2.0777441406249997
3,Miss - FTI,-3.419,-5.281,-1.557,0.705,3255.978,-4.847,0.0,***,-2.0777441406249997
4,Miss - RP,0.792,-0.184,1.768,0.369,1540.809,2.145,0.193,,-2.0777441406249997
5,FTI - RP,4.211,2.484,5.938,0.654,3294.798,6.436,0.0,***,-2.0777441406249997
0,Hit - Miss,0.405,-1.053,1.864,0.552,3084.423,0.734,1.0,,-2.067744140625
1,Hit - FTI,-3.06,-5.133,-0.987,0.785,3210.777,-3.897,0.001,***,-2.067744140625
2,Hit - RP,1.379,0.079,2.678,0.492,2603.519,2.8,0.031,*,-2.067744140625
3,Miss - FTI,-3.465,-5.348,-1.582,0.713,3277.215,-4.858,0.0,***,-2.067744140625
4,Miss - RP,0.973,-0.021,1.967,0.376,1907.711,2.586,0.059,.,-2.067744140625
5,FTI - RP,4.438,2.693,6.184,0.661,3297.73,6.713,0.0,***,-2.067744140625
0,Hit - Miss,0.154,-1.322,1.631,0.559,3063.825,0.276,1.0,,-2.0577441406249997
1,Hit - FTI,-2.967,-5.066,-0.868,0.795,3201.08,-3.732,0.001,**,-2.0577441406249997
2,Hit - RP,1.176,-0.14,2.492,0.498,2555.152,2.36,0.11,,-2.0577441406249997
