channel,betas,pvals,tstat,time,frequency
P1,0.004419540761015329,0.4728034510207977,0.7179997189901034,-0.45,31.897435897435894
C3,0.0016350157290384022,0.926682946336173,0.09202536468579924,-0.45,31.897435897435894
Cz,0.008985048248664113,0.20161157897020723,1.277204005864264,-0.45,32.91025641025641
F1,0.002604147609274733,0.950967522467423,0.061496059438449394,-0.45,32.91025641025641
P1,0.0031182227346192165,0.5231306733425194,0.6385886396023115,-0.45,32.91025641025641
C3,0.005179127195598261,0.7184669743069064,0.3605363486634235,-0.45,32.91025641025641
Cz,0.0053815374092651466,0.29329794578824925,1.0510659821322696,-0.45,33.92307692307692
F1,-0.008772333843982722,0.7789732098058408,-0.2806781265417833,-0.45,33.92307692307692
P1,0.0015776789552602365,0.6715585140760467,0.42404430226307477,-0.45,33.92307692307692
C3,0.010585797046565914,0.3410488579514358,0.9522194097872794,-0.45,33.92307692307692
Cz,0.002918226393270426,0.4070326908203086,0.8292226837405707,-0.45,34.93589743589744
F1,-0.014434169993353169,0.5085675873601941,-0.6611348792206092,-0.45,34.93589743589744
P1,0.00010940993201173055,0.9679280482760024,0.04020982178237374,-0.45,34.93589743589744
C3,0.013192896192947579,0.11037821422694627,1.5968841392287563,-0.45,34.93589743589744
Cz,0.0012347644874777675,0.5920659303758826,0.5358919254456828,-0.45,35.94871794871795
F1,-0.014047486914649505,0.3296210123615644,-0.9750079002565214,-0.45,35.94871794871795
P1,-0.0008255137897482767,0.6646475641814391,-0.4335408132130886,-0.45,35.94871794871795
C3,0.011696970266894733,0.050240551032175194,1.9585593773713836,-0.45,35.94871794871795
Cz,0.000234844125591307,0.8708372758618483,0.16260650388989925,-0.45,36.96153846153846
F1,-0.01000631269563731,0.27011019986707735,-1.1029763794761762,-0.45,36.96153846153846
P1,-0.0010711208566104788,0.4004556178181162,-0.8409061979401459,-0.45,36.96153846153846
C3,0.007756864117990661,0.06525701525000076,1.8440494983836906,-0.45,36.96153846153846
Cz,-0.00017607231808353888,0.8405997828753323,-0.20114069290558026,-0.45,37.97435897435897
F1,-0.005377481524962559,0.3308567360680701,-0.9725193572137257,-0.45,37.97435897435897
P1,-0.0008384584770772118,0.30506673029985,-1.025772803196179,-0.45,37.97435897435897
C3,0.003736607773121183,0.19102094363550537,1.307807841180686,-0.45,37.97435897435897
Cz,-0.0002093885869797618,0.6901719468324459,-0.39865340871070265,-0.45,38.987179487179496
F1,-0.002091624955449998,0.5252318222669695,-0.6353625945545092,-0.45,38.987179487179496
P1,-0.0004685897290308707,0.3525593061812514,-0.9297553875781803,-0.45,38.987179487179496
C3,0.0010181034316442124,0.5837774617536424,0.5479242431211226,-0.45,38.987179487179496
Cz,-0.0001071111831869351,0.7367319468287379,-0.33620988495317206,-0.45,40.0
